,text,created_at,retweets
1190,If I win-I am going to instruct my AG to get a special prosecutor to look into your situation bc there's never been anything like your lies.,2016-10-10 01:27:04,15734
1191,RT @TeamTrump: RT if you believe @HillaryClinton is the one who owes America an apology! #BigLeagueTruth #Debates https://t.co/KcmDedSUTw,2016-10-10 01:24:50,6908
1192,"Donald J. Trump's History Of Empowering Women #BigLeagueTruth
https://t.co/oY2YSPz7nB",2016-10-10 01:24:47,3687
1193,There’s never been anyone more abusive to women in politics than Bill Clinton.My words were unfortunate-the Clintons’ actions were far worse,2016-10-10 01:23:22,13991
1194,"RT @TeamTrump: Quite simply, @HillaryClinton mistreats women. #BigLeagueTruth #Debate2016
https://t.co/zhgrulIctf https://t.co/wHtwtnCxxQ",2016-10-10 01:16:36,4618
1195,I’m not proud of my locker room talk. But this world has serious problems. We need serious leaders. #debate #BigLeagueTruth,2016-10-10 01:13:03,8187
1196,RT @TeamTrump: .@realDonaldTrump is here to talk about the REAL issues #BigLeagueTruth #Debates2016 https://t.co/C5OF7HdJz6,2016-10-10 01:11:51,4643
1197,It’s this simple. “Make America Great Again.” #debate #BigLeagueTruth,2016-10-10 01:11:26,5757
1198,"RT @TeamTrump: .@HillaryClinton just claimed she has a ""positive, optimistic view"" for America. #Debates https://t.co/hOWJYZbD7v",2016-10-10 01:08:45,2926
1199,"My team of deplorables will be taking over my Twitter account for tonight's #debate
#MakeAmericaGreatAgain",2016-10-10 00:24:46,12537
1200,Join me on #FacebookLive as I conclude my final #debate preparations. https://t.co/gAbNvI8Fd7,2016-10-09 23:26:24,4508
1201,"The Palestinian terror attack today reminds the world of the grievous perils facing Israeli citizens....continued:
https://t.co/d2Upx5FitC",2016-10-09 22:26:27,7062
1202,"Exclusive Video–Broaddrick, Willey, Jones to Bill's Defenders: ‘These Are Crimes,’ ‘Terrified’ of ‘Enabler’ Hillary 
https://t.co/DMfLsIbtU1",2016-10-09 17:16:50,13798
1203,"LA Times- USC Dornsife Sunday Poll: Donald Trump Retains 2 Point Lead Over Hillary:
https://t.co/n05rul4Ycw",2016-10-09 16:02:35,9940
1204,So many self-righteous hypocrites. Watch their poll numbers - and elections - go down!,2016-10-09 14:12:23,18329
1205,"""@HenryLeledog: @realDonaldTrump This Black Democrat is on the ""TRUMP TRAIN""!!""",2016-10-09 14:05:17,8160
1206,"""@maidaa17: @realDonaldTrump GOP traitors! Not supporting U is voting for her, destroying America.",2016-10-09 14:04:28,10254
1207,"""@CharleneOsbor17: @realDonaldTrump politicians don't count. It's the people. We are behind trump all the way to White House.""",2016-10-09 14:03:24,10376
1208,"""@eericmyers: @realDonaldTrump  ""Republican leadership"" should have only one job: Help elect the nominee we voted for, Donald J. Trump.""",2016-10-09 14:02:28,11177
1209,"""@Jodygirl1010: @realDonaldTrump I am a woman who continues to support &amp; stand with #Trump! #dtmag https://t.co/nFmY3FJuEf"" Thank you.",2016-10-09 14:01:33,10351
1210,"EXCLUSIVE — Video Interview: Bill Clinton Accuser Juanita Broaddrick Relives Brutal Rapes:
https://t.co/9j7f8VK9Md",2016-10-09 13:17:02,16593
1211,"Tremendous support (except for some Republican ""leadership""). Thank you.",2016-10-09 13:00:51,18201
1212,Thank you to my great supporters in Wisconsin. I heard that the crowd and enthusiasm was unreal!,2016-10-09 00:38:52,15406
1213,"RT @atensnut: Hillary calls Trump's remarks ""horrific"" while she lives with and protects a ""Rapist"".  Her actions are horrific.",2016-10-08 22:41:10,36913
1214,RT @atensnut: How many times must it be said? Actions speak louder than words. DT said bad things!HRC threatened me after BC raped me.,2016-10-08 22:40:30,36938
1215,"The media and establishment want me out of the race so badly -  I WILL NEVER DROP OUT OF THE RACE, WILL NEVER LET MY SUPPORTERS DOWN! #MAGA",2016-10-08 19:40:48,40682
1216,Certainly has been an interesting 24 hours!,2016-10-08 14:48:22,22078
1217,Here is my statement. https://t.co/WAZiGoQqMQ,2016-10-08 04:19:43,51758
1218,"Thoughts &amp; prayers with the millions of people in the path of Hurricane Matthew. Look out for neighbors, and listen… https://t.co/JqjyTiKicD",2016-10-07 03:03:48,17345
1219,"""@kevcirilli: Trump speaking in exact same tone he did in Waterville Valley on 12/1. The night I first realized he was gonna be GOP nominee""",2016-10-07 02:18:06,6822
1220,New National Rasmussen Poll: https://t.co/BnAveA5OuP,2016-10-06 22:54:16,12862
1221,Thank you Tennessee! #MAGA https://t.co/OoDFmerQ5B,2016-10-06 21:57:35,10982
1222,VOTE #TrumpPence16 on 11/8/16! https://t.co/12zAk8VmgK,2016-10-06 21:51:58,9055
1223,'Donald Trump: A President for All Americans' https://t.co/3lU2vrUE3t,2016-10-06 20:47:49,10918
1224,"Volunteer to be a Trump Election Observer. Sign up today!
#MakeAmericaGreatAgain
https://t.co/ZzFHlsWnh4",2016-10-06 20:45:38,7800
1225,"RT @DonaldJTrumpJr: Great group at our Victory Office in Columbus, Ohio. I'm incredibly grateful to have so many… https://t.co/rLJWCAGRlW",2016-10-06 18:41:46,3383
1226,RT @IvankaTrump: Thank you Angie Phillips for inviting me to tour your plant Middletown Tube Works. #Ohio https://t.co/fUKiiEIBXT,2016-10-06 18:39:41,4408
1227,"Praying for everyone in Florida. Hoping the hurricane dissipates, but in any event, please be careful.",2016-10-06 04:24:43,17290
1228,"New Virginia poll- thank you! We are going to show the whole world that America is back – BIGGER, and BETTER, and S… https://t.co/2CikEXb0G7",2016-10-06 04:08:23,12179
1229,"Pennsylvania poll just released. Two rallies there on Mon- join me!
Ambridge: https://t.co/TujWDWcgd3
Wilkes-Barre:… https://t.co/TeIeCttUpP",2016-10-06 04:02:19,8681
1230,"Nation's Immigration And Customs Enforcement Officers (ICE) Make First-Ever Presidential Endorsement:
https://t.co/eO1UY5N9J1",2016-10-06 01:53:05,9069
1231,"Such a great honor! 
https://t.co/vt4AmLdkeP",2016-10-06 01:32:48,8830
1232,"Amazing rally in Reno, Nevada- thank you. Make sure you get out on 11/8 &amp; VOTE #TrumpPence16. Together, we will put… https://t.co/6gPJhb29xk",2016-10-06 01:15:20,7037
1233,"Reuters polling just out- thank you!
#MakeAmericaGreatAgain https://t.co/UMY6kOiSTu",2016-10-05 23:19:43,13472
1234,"Thank you South Carolina! Everyone has to get out and VOTE on 11/8/16. 
#MakeAmericaGreatAgain… https://t.co/os7EmRCdPf",2016-10-05 22:59:52,7004
1235,"EARLY VOTING: MN &amp; IA already underway, more states coming up in the next week: OH, ME, AZ, IN — check w/local officials for details &amp; VOTE!",2016-10-05 22:57:42,8077
1236,"'Small business says Trump is their pick for president'
https://t.co/tzVN9QgPFS",2016-10-05 22:02:58,9734
1237,Thank you @SenJohnMcCain for your kind remarks on the important issue of PTSD and the dishonest media. Great to be in Arizona yesterday!,2016-10-05 21:22:52,10631
1238,"Bill Clinton is right: Obamacare is 'crazy', 'doesn't work' and 'doesn't make sense'.  Thanks Bill for telling the truth.",2016-10-05 21:19:48,16366
1239,"Thank you Henderson, NV. This is a MOVEMENT like never seen before! Watch some of the rally via my Facebook page:… https://t.co/dNF8G4VUqY",2016-10-05 21:11:34,5972
1240,"About to begin a rally here in Henderson, Nevada. New Reuters poll just out- thank you! Join the MOVEMENT:… https://t.co/uvbntNsxGl",2016-10-05 18:53:09,6124
1241,Beautiful morning- thank you @ICLV! https://t.co/xzJhrLgjHP,2016-10-05 18:40:17,7499
1242,The constant interruptions last night by Tim Kaine should not have been allowed. Mike Pence won big!,2016-10-05 13:28:52,13254
1243,Mike Pence won big. We should all be proud of Mike!,2016-10-05 02:36:02,35680
1244,RT @mike_pence: History teaches us that weakness arouses evil. America needs to be strong on the world stage. #VPDebate https://t.co/FJ59o5…,2016-10-05 02:32:12,13286
1245,RT @TeamTrump: RT if you agree - @HillaryClinton &amp; @timkaine are WRONG for America! #VPDebate #MAGA https://t.co/2MZfFzCo6c,2016-10-05 02:31:22,15233
1246,RT @TeamTrump: .@timkaine's Abortion Flip-Flops: From Valuing The Sanctity of Life --&gt; Pro-Abortion Demagogue #VPdebate https://t.co/aK4061…,2016-10-05 02:30:59,5894
1247,"""@AnyoneTennis: @timkaine Cannot believe how often the moderator interrupts #Pence vs the other guy...so obvious @FoxNews""  So true!",2016-10-05 02:28:24,10160
1248,"""@Gsimmons03Ginny: @realDonaldTrump ..Kaine is awful, Trump and Pence are the ticket..no more lies, we are ready to see America Great Again!",2016-10-05 02:27:18,9372
1249,"Clinton’s Top Aides Were Mired In Conflict Of Interest At The State Department: https://t.co/wWfdaECtVu
#VPDebate #BigLeagueTruth",2016-10-05 02:26:41,6589
1250,"""@FLifeforce: @_CFJ_ @vine That is a reason to NOT Vote for Hillary Clinton. Vote for Liberty! Vote for @realDonaldTrump""",2016-10-05 02:23:01,6042
1251,".@HillaryClinton’s Careless Use Of A Secret Server Put National Security At Risk: https://t.co/OiAEMnrGcy #VPDebate
#BigLeagueTruth",2016-10-05 02:22:24,8878
1252,"CLINTON IS WEAK ON NORTH KOREA:
https://t.co/8pRednmnFX #VPDebate",2016-10-05 02:19:54,6333
1253,"RT @TeamTrump: Obama-Clinton FAILED foreign policy:
-Bad nuclear deal
-Ransom payment to leading state sponsor of terror
-Sharing classifie…",2016-10-05 02:17:30,6015
1254,RT @TeamTrump: .@HillaryClinton &amp; @timkaine think you're #Deplorables &amp; #BasementDwellers. @realDonaldTrump &amp; @mike_pence think you're PATR…,2016-10-05 02:17:20,7040
1255,"CLINTON’S CLOSE TIES TO PUTIN DESERVE SCRUTINY:
https://t.co/wPYm5vQoyt #VPDebate",2016-10-05 02:16:15,10687
1256,"Sanctions Relief From Clinton-Obama Iran Nuclear Deal Likely Go to Terrorists:
https://t.co/lM80JriF9k #BigLeagueTruth #VPDebate",2016-10-05 02:15:21,6223
1257,".@timkaine is wrong for defense: 
https://t.co/QN9qqoq1kH 
#BigLeagueTruth #VPDebate",2016-10-05 02:13:40,5306
1258,ICYMI: PENCE: I RAN A STATE THAT WORKED; KAINE RAN A STATE THAT FAILED. https://t.co/XuWaueNkH0,2016-10-05 02:12:23,8813
1259,.@timkaine is the ANTI-DEFENSE SENATOR. #VPDebate #BigLeagueTruth https://t.co/qWkvGFARA1,2016-10-05 02:09:58,7060
1260,"RT @TeamTrump: We need STRONG, BROAD-SHOULDERED leadership like @mike_pence &amp; @realDonaldTrump in the White House! #VPDebate #BigLeagueTrut…",2016-10-05 02:06:12,7025
1261,"CLINTON’S FLAILING SYRIA POLICY WAS JUDGED A FAILURE:
https://t.co/ICZxn7Q3vZ #VPDebate",2016-10-05 02:05:58,6217
1262,RT @GOP: In @timkaine's own words ⬇️ #Debates2016 https://t.co/PMngoKHUjA,2016-10-05 01:54:48,8290
1263,".@mike_pence and I will defeat #ISIS.
https://t.co/oCIIDwtptV #VPDebate",2016-10-05 01:54:08,6082
1264,"WHAT THEY ARE SAYING ABOUT MIKE PENCE “DOMINATING” THE DEBATE:
https://t.co/mUw9S5GgNM #VPDebate",2016-10-05 01:52:36,6826
1265,"I agree Mike - thank you to all of our law enforcement officers! #VPDebate 

""Police officers are the best of us...""
@Mike_Pence",2016-10-05 01:50:48,10984
1266,".@HillaryClinton Sneers At Millions Of Average Americans.
https://t.co/gEfURjRCfu 
#VPDebate #BigLeagueTruth",2016-10-05 01:46:08,6252
1267,"RT @TeamTrump: “Police officers are the BEST of us. Law enforcement in this country is a force for GOOD."" - @mike_pence #VPDebate #BigLeagu…",2016-10-05 01:40:09,5906
1268,"""@GeeVeeM: @realDonaldTrump @Susiesentinel Pence is so prepared! He did his homework to outperform Kaine.""",2016-10-05 01:37:38,6674
1269,RT @TeamTrump: Law enforcement officers bring communities together &amp; keep us safe. @mike_pence &amp; @realDonaldTrump RESPECT &amp; stand by them!…,2016-10-05 01:37:00,8597
1270,RT @seanspicer: .@timkaine wants to tough on crime - fails to talk about defending rapists and murders #VPDebate,2016-10-05 01:36:09,3591
1271,".@timkaine oversaw unemployment INCREASE by 179,249 while @mike_pence DECREASED unemployment in Indiana by 113,826.… https://t.co/wFQM8kg287",2016-10-05 01:35:45,9857
1272,"""@aldonturnaolco1: @FrankLuntz @marthamaccallum @realDonaldTrump good!!""",2016-10-05 01:35:25,1789
1273,"""@bcuzimdamomma: @FreeDavidKing No she only gets #Americans killed #Benghazi - we need @realDonaldTrump #MAGA""",2016-10-05 01:35:06,3592
1274,"""@ifdanyt: @realDonaldTrump Loving @mike_pence he's so likeable and sensible. Kaine is just talking bull!",2016-10-05 01:34:46,4771
1275,"""@carol_lcnixon67: @realDonaldTrump Kaine says Hillary and he have plans. She could care less what Kaine thinks.""",2016-10-05 01:33:50,4366
1276,"""@ARSenMissyIrvin: I want a ""you're fired"" president with people in Govt who are WASTING my tax $'s. @realDonaldTrump""",2016-10-05 01:33:17,5116
1277,".@mike_pence is doing a great job - so far, no contest!",2016-10-05 01:30:39,10699
1278,"""@TeamTrump: .@mike_pence &amp; @realDonaldTrump are PROVEN job creators and are prepared to bring JOBS BACK to the American people!",2016-10-05 01:29:13,4667
1279,"""@Jnelson52722: @realDonaldTrump @Susiesentinel Kaine looks like an evil crook out of the Batman movies""",2016-10-05 01:28:25,8959
1280,"""@elisac006: @nycmia @realDonaldTrump I agree. Kaine looks like a fool!!""",2016-10-05 01:26:09,4858
1281,RT @TeamTrump: .@timkaine has a pay-to-play problem just like Crooked @HillaryClinton #VPDebates #BigLeagueTruth https://t.co/SPOIn8AN8m,2016-10-05 01:24:38,9950
1282,"""@bigdog_joey: @realDonaldTrump @timkaine is so angry. Our @mike_pence looks great. kaine can't defend all those lies #makeamericagreatagain",2016-10-05 01:22:08,5761
1283,RT @mike_pence: There’s one clear choice in this election to create jobs and grow the American economy. #VPDebate https://t.co/cvv0cK6Fbt,2016-10-05 01:21:57,12604
1284,RT @joshrogin: Pence is right. Clinton &amp; Obama tried to negotiate an Iraq troop extension but failed. Bush admin always anticipated such an…,2016-10-05 01:21:25,5464
1285,"""@Susiesentinel: #pence is so much more likeable than Kaine #cbsnews @realDonaldTrump""",2016-10-05 01:16:00,5356
1286,"""@lainey34210: @realDonaldTrump Great opening Pence💕""",2016-10-05 01:15:22,3596
1287,"""@RoadkingL: @mike_pence Wow, Kaine couldn't go 12 seconds without a lie. Marines and military are scared of the liar running. #bengazi""",2016-10-05 01:12:45,6474
1288,.@megynkelly- I am in Nevada. Sorry to inform you Kellyanne is in the audience. Better luck next time.,2016-10-05 01:06:02,3600
1289,Both are looking good! Now we begin!,2016-10-05 01:05:53,2130
1290,Here we go - Enjoy!,2016-10-05 01:01:12,3993
1291,I will be live-tweeting the V.P. Debate. Very exciting! MAKE AMERICA GREAT AGAIN!,2016-10-05 00:18:38,5205
1292,"Wow, @CNN is so negative. Their panel is a joke, biased and very dumb. I'm turning to @FoxNews where we get a fair shake! Mike will do great",2016-10-05 00:12:59,8053
1293,"Wow, did you just hear Bill Clinton's statement on how bad ObamaCare is. Hillary not happy. As I have been saying, REPEAL AND REPLACE!",2016-10-04 23:55:55,11345
1294,"Join the MOVEMENT!
https://t.co/3KWOl20zMm https://t.co/BS5JLelPJd",2016-10-04 23:44:28,5361
1295,"Thank you ARIZONA! This is a MOVEMENT like nobody has ever seen before. Together, we are going to MAKE AMERICA SAFE… https://t.co/EwP4hnaeoE",2016-10-04 22:38:18,6618
1296,"My childcare plan makes a difference for working families - more money, more freedom. #AmericaFirst means… https://t.co/X3Yn3FZphf",2016-10-04 19:48:15,9187
1297,I will be watching the great Governor @Mike_Pence and live tweeting the VP debate tonight starting at 8:30pm est! Enjoy!,2016-10-04 19:40:44,7184
1298,"Join me in Reno, Nevada tomorrow at 3:30pm! #AmericaFirst #MAGA
Tickets: https://t.co/DJ7JJUkkz7",2016-10-04 19:36:19,3199
1299,"Join me in Reno, Nevada on Wednesday at 3:30pm at the Reno-Sparks Convention Center! #MAGA
Tickets:… https://t.co/G0NvFLQWgS",2016-10-04 03:39:42,6596
1300,"Thank you Colorado! #MAGA
https://t.co/3KWOl20zMm
https://t.co/M7QhdCgRzw https://t.co/wIGNtKPA2X",2016-10-04 02:20:21,8942
1301,We must bring the truth directly to hard-working Americans who want to take our country back. #BigLeagueTruth… https://t.co/0iAeiPYEhO,2016-10-03 22:03:46,11515
1302,"Thank you Pueblo, Colorado! 
#TrumpRally #AmericaFirst
https://t.co/3KWOl20zMm https://t.co/rFAf7xYNhy",2016-10-03 21:41:35,6427
1303,"Join me in Henderson, Nevada on Wednesday at 11:30am! #MAGA 
Tickets: https://t.co/pWTYv9BbUE",2016-10-03 14:10:52,5961
1304,Just announced that Iraq (U.S.) is preparing for battle to reclaim Mosul. Why do they have to announce this? Makes mission much harder!,2016-10-02 23:45:40,13827
1305,"Melania and I extend our warmest greetings to those observing Rosh Hashanah here in the United States, in Israel, and around the world.",2016-10-02 21:59:07,12055
1306,Bernie should pull his endorsement of Crooked Hillary after she decieved him and then attacked him and his supporters.,2016-10-02 21:48:21,16458
1307,"""@trumplican2016: .@realDonaldTrump  There will be MASSIVE turnout for you,  Mr. Trump - These polls don't register the pulse of the PEOPLE!",2016-10-02 12:10:33,10276
1308,I have created tens of thousands of jobs and will bring back great American prosperity. Hillary has only created jobs at the FBI and DOJ!,2016-10-02 11:35:00,19149
1309,I know our complex tax laws better than anyone who has ever run for president and am the only one who can fix them. #failing@nytimes,2016-10-02 11:22:41,15400
1310,Heading to Pennsylvania for a big rally tonight. We will MAKE AMERICA GREAT AGAIN!,2016-10-01 21:29:56,8915
1311,"Wow, just saw the really bad @CNN ratings. People don't want to watch bad product that only builds up Crooked Hillary.",2016-10-01 21:25:52,10901
1312,The so-called Commission on Presidential Debates admitted to us that the DJT audio &amp; sound level was very bad. So why didn't they fix it?,2016-10-01 20:47:45,10467
1313,"I won the debate if you decide without watching the totally one-sided ""spin"" that followed. This despite the really bad microphone.",2016-10-01 20:16:05,10632
1314,"Crooked H is nasty to Sanders supporters behind closed doors. Owned by Wall St and Politicians, HRC is not with you. https://t.co/WN1lyCDXla",2016-10-01 17:01:31,16268
1315,I believe in #AmericaFirst and that means FAMILY FIRST! My childcare plan reflects the needs of modern working-clas… https://t.co/RCnZZtTk4c,2016-10-01 00:52:15,17262
1316,"Thank you Novi, Michigan! Get out and VOTE #TrumpPence16 on 11/8. Together, WE WILL MAKE AMERICA GREAT AGAIN!… https://t.co/n7Gd6Xc18H",2016-09-30 23:01:50,10331
1317,Thank you for your support - on my way now! See you soon. #TrumpTrain https://t.co/SYuRpzosb5,2016-09-30 20:10:54,8344
1318,"Join me in Pueblo, Colorado on Monday afternoon at 3pm! #TrumpRally
https://t.co/3P3QZxzSPJ",2016-09-30 20:03:41,5775
1319,"For those few people knocking me for tweeting at three o'clock in the morning, at least you know I will be there, awake, to answer the call!",2016-09-30 18:37:48,40726
1320,"Why isn't Hillary 50 points ahead? Maybe it's the email scandal, policies that spread ISIS, or calling millions of… https://t.co/yKz9vCz8O1",2016-09-30 18:24:21,26087
1321,The people are really smart in cancelling subscriptions to the Dallas &amp; Arizona papers &amp; now USA Today will lose readers! The people get it!,2016-09-30 14:21:54,13790
1322,"Remember, don't believe ""sources said"" by the VERY dishonest media. If they don't name the sources, the sources don't exist.",2016-09-30 12:50:48,16998
1323,Did Crooked Hillary help disgusting (check out sex tape and past) Alicia M become a U.S. citizen so she could use her in the debate?,2016-09-30 09:30:11,17789
1324,Using Alicia M in the debate as a paragon of virtue just shows that Crooked Hillary suffers from BAD JUDGEMENT! Hillary was set up by a con.,2016-09-30 09:19:25,11487
1325,"Wow, Crooked Hillary was duped and used by my worst Miss U. Hillary floated her as an ""angel"" without checking her past, which is terrible!",2016-09-30 09:14:03,11052
1326,"Anytime you see a story about me or my campaign saying ""sources said,"" DO NOT believe it. There are no sources, they are just made up lies!",2016-09-30 07:20:02,18685
1327,"Wow, did you see how badly @CNN (Clinton News Network) is doing in the ratings. With people like @donlemon, who could expect any more?",2016-09-30 02:16:00,13719
1328,"While Hillary profits off the rigged system, I am fighting for you! Remember the simple phrase: #FollowTheMoney… https://t.co/8mVInc82E9",2016-09-29 22:17:55,16945
1329,"Thank you for joining me this afternoon, New Hampshire! Will be back soon. #FollowTheMoney
Speech transcript:… https://t.co/VtUkDgF4vs",2016-09-29 21:34:57,6458
1330,"Join me in Manheim, Pennsylvania on Saturday at 7pm! #TrumpRally
Tickets: https://t.co/ADOGW34ctF https://t.co/LNWQZ9yUJy",2016-09-29 19:16:40,7044
1331,My condolences to those involved in today's horrible accident in NJ and my deepest gratitude to all of the amazing first responders.,2016-09-29 18:05:56,11158
1332,"Will be in Novi, Michigan this Friday at 5:00pm. Join the MOVEMENT! Tickets available at: https://t.co/Q6APf0ZFYA… https://t.co/6WAyO9eQHN",2016-09-29 03:42:03,7139
1333,"Join me in Bedford, New Hampshire- tomorrow at 3:00pm. Can't wait to see everyone! #AmericaFirst #MAGA… https://t.co/oeOJFAS7it",2016-09-29 03:23:07,6535
1334,"Thank you Waukesha, Wisconsin! 
Full transcript of my speech, #FollowTheMoney:
https://t.co/Xb1yyDSNNf https://t.co/WdKK6nJCZW",2016-09-29 02:51:57,6670
1335,"Joining @oreillyfactor from Waukesha, Wisconsin - now, live! Enjoy!",2016-09-29 00:01:35,4259
1336,"Join me live in Waukesha, Wisconsin for an 8pmE rally! #AmericaFirst #MAGA
https://t.co/G8kGLSFy6S",2016-09-28 23:54:08,3820
1337,"Thank you Council Bluffs, Iowa! Will be back soon. Remember- everything you need to know about Hillary -- just… https://t.co/45kIHxdX83",2016-09-28 22:54:59,8627
1338,"RT @TeamTrump: ""She put the office of Sec of State up for sale. If she ever got the chance, she’d put the Oval Office up for sale too."" #Fo…",2016-09-28 21:42:43,10016
1339,"An honor to meet with the Polish American Congress in Chicago this morning! #ImWithYou 
Video:… https://t.co/lBFHoWRqox",2016-09-28 17:40:10,7213
1340,Melania and I extend our deepest condolences to the family of Shimon Peres...https://t.co/xeGYL2IzUP,2016-09-28 17:26:26,6452
1341,"Join me in Council Bluffs, Iowa- today at 3pm! #MakeAmericaGreatAgain 
Tickets: https://t.co/iRL3xh37gF",2016-09-28 16:20:01,4447
1342,"Every on-line poll, Time Magazine, Drudge etc., has me winning the debate. Thank you to Fox &amp; Friends for so reporting!",2016-09-28 12:41:03,11001
1343,My supporters are the best! $18 million from hard-working people who KNOW what we can be again! Shatter the record: https://t.co/8ZHGyOth0f,2016-09-28 02:17:06,9987
1344,"Unbelievable evening in Melbourne, Florida w/ 15,000 supporters- and an additional 12,000 who could not get in. Tha… https://t.co/VU5wh2zXBU",2016-09-28 01:03:03,16504
1345,"Join me for a 3pm rally - tomorrow at the Mid-America Center in Council Bluffs, Iowa! Tickets:… https://t.co/dfzsbICiXc",2016-09-27 22:13:24,5564
1346,"Once again, we will have a government of, by and for the people. Join the MOVEMENT today! https://t.co/lWjYDbPHav https://t.co/uYwJrtZkAe",2016-09-27 21:08:22,9573
1347,"RT @GOP: On National #VoterRegistrationDay, make sure you're registered to vote so we can #MakeAmericaGreatAgain https://t.co/GKcaLkx8C8 ht…",2016-09-27 20:31:14,5907
1348,"Hillary Clinton's Campaign Continues To Make False Claims About Foundation Disclosure: 
https://t.co/zhkEfUouHH",2016-09-27 20:14:33,7259
1349,"'CNBC, Time magazine online polls say Donald Trump won the first presidential debate' via @WashTimes. #MAGA
https://t.co/PGimqYKPoJ",2016-09-27 20:06:25,7583
1350,Great afternoon in Little Havana with Hispanic community leaders. Thank you for your support! #ImWithYou https://t.co/vxWZ2tyJTF,2016-09-27 19:59:04,8886
1351,"In the last 24 hrs. we have raised over $13M from online donations and National Call Day, and we’re still going! Thank you America! #MAGA",2016-09-27 19:37:22,10898
1352,"Well, now they're saying that I not only won the NBC Presidential Forum, but last night the big debate. Nice!",2016-09-27 17:47:36,11383
1353,"Thank you for your endorsement, @GovernorSununu. #MAGA 
https://t.co/8BEeQPsuyd",2016-09-27 16:58:58,6084
1354,"Such a great honor. Final debate polls are in - and the MOVEMENT wins!
#AmericaFirst #MAGA #ImWithYou… https://t.co/DV1BKMwHEM",2016-09-27 15:47:29,17427
1355,'U.S. Murders Increased 10.8% in 2015' via @WSJ: https://t.co/CIJMQJhLqp,2016-09-27 14:55:57,7400
1356,"Thank you! #TrumpWon #MAGA 
https://t.co/a5rr1i38km",2016-09-27 14:51:25,9045
1357,Hillary's been failing for 30 years in not getting the job done - it will never change.,2016-09-27 14:49:09,15808
1358,'True blue-collar billionaire Donald Trump shows Hillary Clinton is out of touch' https://t.co/NHO1OicfVm,2016-09-27 13:49:07,7619
1359,The #1 trend on Twitter right now is #TrumpWon - thank you!,2016-09-27 13:17:40,21986
1360,I won every poll from last nights Presidential Debate - except for the little watched @CNN poll.,2016-09-27 13:14:55,11245
1361,"'How Trump won over a bar full of undecideds and Democrats'
https://t.co/WWO39kxn8Y",2016-09-27 12:55:31,8391
1362,I really enjoyed the debate last night.Crooked Hillary says she is going to do so many things.Why hasn't she done them in her last 30 years?,2016-09-27 12:53:42,25620
1363,Great debate poll numbers - I will be on @foxandfriends at 7:00 to discuss. Enjoy!,2016-09-27 10:44:58,4767
1364,"Thank you! Four new #DebateNight polls with the MOVEMENT winning. Together, we will MAKE AMERICA SAFE &amp; GREAT AGAIN… https://t.co/39FCnUf8Pb",2016-09-27 06:32:29,11233
1365,".@DRUDGE_REPORT's First Presidential Debate Poll:
Trump: 80%
Clinton: 20%
Join the MOVEMENT today &amp; lets #MAGA!… https://t.co/B12lgC97tn",2016-09-27 05:54:42,11223
1366,"Thank you! CNBC #DebateNight poll with over 400,000 votes. 
Trump 61%
Clinton 39%
#AmericaFirst #ImWithYou… https://t.co/MJ3NwA98op",2016-09-27 05:44:02,16908
1367,"TIME #DebateNight poll - over 800,000 votes. Thank you! 
#AmericaFirst #MAGA https://t.co/bTPX9E0wKu",2016-09-27 05:36:33,12605
1368,".@newtgingrich just said ""a historic victory for Trump."" NICE!",2016-09-27 05:18:10,7899
1369,"Wow, did great in the debate polls (except for @CNN - which I don't watch). Thank you!",2016-09-27 04:34:09,12722
1370,"Thank you Governor @TerryBranstad! 
#AmericaFirst #Debates2016 https://t.co/yIeZctdQy8",2016-09-27 04:02:51,5714
1371,"Thank you Governor @Mike_Pence!
Lets MAKE AMERICA SAFE AND GREAT AGAIN with the American people. 
#AmericaFirst… https://t.co/6k7qP9X8nC",2016-09-27 04:01:32,7625
1372,"Thank you Senator @TedCruz!
#Debates2016 #MAGA https://t.co/cgO6109USJ",2016-09-27 03:58:24,19207
1373,".@HillaryClinton’s Nuclear Agreement Paved The Way For The $400 Million Ransom Payment #DebateNight
https://t.co/qfZTx6aKYs",2016-09-27 02:42:49,8756
1374,Nothing on emails. Nothing on the corrupt Clinton Foundation. And nothing on #Benghazi. #Debates2016 #debatenight,2016-09-27 02:40:26,30813
1375,.@HillaryClinton - Obama #ISIS Strategy Has Allowed It To Expand To Become A Global Threat #DebateNight https://t.co/f7PctDE31L,2016-09-27 02:36:11,6781
1376,RT @TeamTrump: .@realDonaldTrump calling out @HillaryClinton's support for NAFTA = most searched moment during tonight's debate. #Debates20…,2016-09-27 02:33:59,6321
1377,"Russia has more warheads than ever, N Korea is testing nukes, and Iran got a sweetheart deal to keep theirs. Thanks, @HillaryClinton.",2016-09-27 02:28:26,12221
1378,"Hillary Clinton failed all over the world. 
❌LIBYA
❌SYRIA
❌IRAN
❌IRAQ
❌ASIA PIVOT
❌RUSSIAN RESET
❌BENGHAZI… https://t.co/OoakXs2rij",2016-09-27 02:26:13,22776
1379,"RT @TeamTrump: 100% TRUE --&gt; @realDonaldTrump is right - @HillaryClinton did call TPP ‘the gold standard’ #Debates2016 
https://t.co/W7L7a9…",2016-09-27 02:22:12,7811
1380,Hillary Clinton is the only candidate on stage who voted for the Iraq War. #Debates2016 #MAGA https://t.co/Um5WJXEEKr,2016-09-27 02:21:59,9115
